Date ,Time,Temperature,Humidity,LW 
7/9/2023,12:33:05,26.1,74,1
7/9/2023,12:33:09,26.1,74,1
7/9/2023,12:33:13,26.1,74,1
7/9/2023,12:33:17,26.1,74,1
7/9/2023,12:33:21,26.2,74,1
7/9/2023,12:33:24,26.2,74,1
7/9/2023,12:33:28,26.2,74,1
7/9/2023,12:33:32,26.2,74,1
7/9/2023,12:33:35,26.2,74,1
7/9/2023,12:33:39,26.2,74,1
7/9/2023,12:33:43,26.2,74,1
7/9/2023,12:33:46,26.2,73,1
7/9/2023,12:33:50,26.2,73,1
7/9/2023,12:33:54,26.2,73,1
7/9/2023,12:33:58,26.2,73,1
7/9/2023,12:34:02,26.2,73,1
7/9/2023,12:34:05,26.2,73,1
7/9/2023,12:34:09,26.2,73,1
7/9/2023,12:34:13,26.2,73,1
7/9/2023,12:34:17,26.2,73,1
7/9/2023,12:34:21,26.2,74,1
7/9/2023,12:34:25,26.2,74,1
7/9/2023,12:34:29,26.2,73,1
7/9/2023,12:34:32,26.2,73,1
7/9/2023,12:34:35,26.2,73,1
7/9/2023,12:34:39,26.2,73,1
7/9/2023,12:34:43,26.2,73,1
7/9/2023,12:34:47,26.2,73,1
7/9/2023,12:34:50,26.2,74,1
7/9/2023,12:34:54,26.2,73,1
7/9/2023,12:34:58,26.2,73,1
7/9/2023,12:35:02,26.2,73,1
7/9/2023,12:35:06,26.2,73,1
7/9/2023,12:35:10,26.2,73,1
7/9/2023,12:35:14,26.2,73,1
7/9/2023,12:35:18,26.2,73,1
7/9/2023,12:35:22,26.2,73,1
7/9/2023,12:36:13,26.2,73,1
7/9/2023,12:36:17,26.2,73,1
7/9/2023,12:36:21,26.2,73,1
7/9/2023,12:36:25,26.2,73,1
7/9/2023,12:36:28,26.2,73,1
7/9/2023,12:36:32,26.2,73,1
7/9/2023,12:36:37,26.2,73,1
7/9/2023,12:36:40,26.2,73,1
7/9/2023,12:36:44,26.2,73,1
7/9/2023,12:36:48,26.2,73,1
7/9/2023,12:36:52,26.2,73,1
7/9/2023,12:36:55,26.2,73,1
7/9/2023,12:36:59,26.2,73,1
7/9/2023,12:37:03,26.2,73,1
7/9/2023,12:37:08,26.2,73,1
7/9/2023,12:37:11,26.2,73,1
7/9/2023,12:37:15,26.2,73,1
7/9/2023,12:37:19,26.2,73,1
7/9/2023,12:37:23,26.2,73,1
7/9/2023,12:37:26,26.2,73,1
7/9/2023,12:37:30,26.2,73,1
7/9/2023,12:37:34,26.2,73,1
7/9/2023,12:37:38,26.2,73,1
7/9/2023,12:37:41,26.2,73,1
7/9/2023,12:37:45,26.2,73,1
7/9/2023,12:37:57,26.2,73,1
7/9/2023,12:38:01,26.2,73,1
7/9/2023,12:38:05,26.3,73,1
7/9/2023,12:38:08,26.3,73,1
7/9/2023,12:38:13,26.3,73,1
7/9/2023,12:38:17,26.3,73,1
7/9/2023,12:38:20,26.3,73,1
7/9/2023,12:38:24,26.3,73,1
7/9/2023,12:38:28,26.3,73,1
7/9/2023,12:38:31,26.3,73,1
7/9/2023,12:38:35,26.3,73,1
7/9/2023,12:38:39,26.3,73,1
7/9/2023,12:38:43,26.3,73,1
7/9/2023,12:38:47,26.3,73,1
7/9/2023,12:38:51,26.3,73,1
7/9/2023,12:38:55,26.3,73,1
7/9/2023,12:38:58,26.3,73,1
7/9/2023,12:39:02,26.3,73,1
7/9/2023,12:39:06,26.3,73,1
7/9/2023,12:39:58,26.3,73,0
7/9/2023,12:40:49,26.3,73,4
7/9/2023,12:40:53,26.3,73,5
7/9/2023,12:40:57,26.3,73,5
7/9/2023,12:41:00,26.3,73,13
7/9/2023,12:41:04,26.3,73,12
7/9/2023,12:41:08,26.3,73,10
7/9/2023,12:41:12,26.3,73,5
7/9/2023,12:41:16,26.3,73,12
7/9/2023,12:41:19,26.3,73,13
7/9/2023,12:41:23,26.4,73,12
7/9/2023,12:41:27,26.3,73,5
7/9/2023,12:41:31,26.4,73,5
7/9/2023,12:41:35,26.4,73,5
7/9/2023,12:41:39,26.4,73,12
7/9/2023,12:41:43,26.4,73,12
7/9/2023,12:41:46,26.4,73,12
7/9/2023,12:41:50,26.4,73,5
7/9/2023,12:41:54,26.4,73,12
7/9/2023,12:41:59,26.4,73,10
7/9/2023,12:42:02,26.3,73,3
7/9/2023,12:42:05,26.3,73,4
7/9/2023,12:42:09,26.3,73,10
7/9/2023,12:42:13,26.4,73,12
7/9/2023,12:42:17,26.4,73,4
7/9/2023,12:42:20,26.3,73,5
7/9/2023,12:42:24,26.3,73,10
7/9/2023,12:42:28,26.4,73,10
7/9/2023,12:42:32,26.4,73,12
7/9/2023,12:42:35,26.3,73,12
7/9/2023,12:42:39,26.4,73,12
7/9/2023,12:42:43,26.3,73,12
7/9/2023,12:42:47,26.4,73,10
7/9/2023,12:42:51,26.3,73,12
7/9/2023,12:42:55,26.4,73,6
7/9/2023,12:42:58,26.4,73,5
7/9/2023,12:43:02,26.4,73,4
7/9/2023,12:43:05,26.4,73,5
7/9/2023,12:43:09,26.4,73,5
7/9/2023,12:43:13,26.4,73,12
7/9/2023,12:43:17,26.4,73,13
7/9/2023,12:43:21,26.4,73,12
7/9/2023,12:43:25,26.4,73,4
7/9/2023,12:43:29,26.4,73,12
7/9/2023,12:43:33,26.4,72,13
7/9/2023,12:43:37,26.3,72,12
7/9/2023,12:43:41,26.3,72,5
7/9/2023,12:43:44,26.4,72,4
7/9/2023,12:43:48,26.4,72,5
7/9/2023,12:43:51,26.4,73,4
7/9/2023,12:43:55,26.4,73,4
7/9/2023,12:43:58,26.4,73,12
7/9/2023,12:44:02,26.4,73,12
7/9/2023,12:44:06,26.4,73,12
7/9/2023,12:44:10,26.4,73,4
7/9/2023,12:44:14,26.4,72,4
7/9/2023,12:44:17,26.4,72,5
7/9/2023,12:44:21,26.4,72,5
7/9/2023,12:44:26,26.4,72,12
7/9/2023,12:44:30,26.4,72,10
7/9/2023,12:44:33,26.4,72,5
7/9/2023,12:44:37,26.4,72,4
7/9/2023,12:44:41,26.4,72,12
7/9/2023,12:44:45,26.4,72,10
7/9/2023,12:44:49,26.4,72,5
7/9/2023,12:44:53,26.4,72,12
7/9/2023,12:44:57,26.4,72,12
7/9/2023,12:45:01,26.4,72,4
7/9/2023,12:45:05,26.4,72,10
7/9/2023,12:45:09,26.4,73,9
7/9/2023,12:45:12,26.4,73,4
7/9/2023,12:45:16,26.4,73,4
7/9/2023,12:45:20,26.4,73,12
7/9/2023,12:45:24,26.4,73,12
7/9/2023,12:46:17,26.4,72,0
7/9/2023,12:46:21,26.4,72,0
7/9/2023,12:46:24,26.4,72,0
7/9/2023,12:46:28,26.4,72,0
7/9/2023,12:46:32,26.4,72,0
7/9/2023,12:46:35,26.4,72,0
7/9/2023,12:46:40,26.4,72,0
7/9/2023,12:46:44,26.4,72,0
7/9/2023,12:46:47,26.4,72,0
7/9/2023,12:46:51,26.4,72,0
7/9/2023,12:46:55,26.4,72,0
7/9/2023,12:46:59,26.4,72,0
7/9/2023,12:47:02,26.4,72,0
7/9/2023,12:47:06,26.4,72,0
7/9/2023,12:47:10,26.4,72,0
7/9/2023,12:47:14,26.4,72,0
7/9/2023,12:47:17,26.4,72,0
7/9/2023,12:47:21,26.4,72,0
7/9/2023,12:47:24,26.4,72,0
7/9/2023,12:47:28,26.4,72,0
7/9/2023,12:47:32,26.4,72,0
7/9/2023,12:47:36,26.4,72,0
7/9/2023,12:47:40,26.4,72,0
7/9/2023,12:47:44,26.4,72,0
7/9/2023,12:47:48,26.4,72,0
7/9/2023,12:47:52,26.4,72,0
7/9/2023,12:47:56,26.4,72,0
7/9/2023,12:47:59,26.4,72,0
7/9/2023,12:48:04,26.4,72,0
7/9/2023,12:48:07,26.4,72,0
7/9/2023,12:48:11,26.5,72,0
7/9/2023,12:48:15,26.5,72,0
7/9/2023,12:48:18,26.5,72,0
7/9/2023,12:48:22,26.5,72,0
7/9/2023,12:48:25,26.5,72,0
7/9/2023,12:48:29,26.5,72,0
7/9/2023,12:48:32,26.5,72,0
7/9/2023,12:48:36,26.5,72,0
7/9/2023,12:48:40,26.5,72,0
7/9/2023,12:48:43,26.5,72,0
7/9/2023,12:48:47,26.5,72,0
7/9/2023,12:48:50,26.5,72,0
7/9/2023,12:48:54,26.5,72,0
7/9/2023,12:48:57,26.5,72,0
7/9/2023,12:49:01,26.5,72,0
7/9/2023,12:49:05,26.6,72,0
7/9/2023,12:49:10,26.6,72,0
7/9/2023,12:49:14,26.6,72,0
7/9/2023,12:49:17,26.6,72,0
7/9/2023,12:49:21,26.6,72,0
7/9/2023,12:49:25,26.6,72,0
7/9/2023,12:49:28,26.6,72,0
7/9/2023,12:49:32,26.6,72,0
7/9/2023,12:49:35,26.6,72,0
7/9/2023,12:49:39,26.6,72,0
7/9/2023,12:49:43,26.7,72,0
7/9/2023,12:49:47,26.7,72,0
7/9/2023,12:49:52,26.7,72,0
7/9/2023,12:49:56,26.7,72,0
7/9/2023,12:50:00,26.7,72,0
7/9/2023,12:50:05,26.7,72,0
7/9/2023,12:50:09,26.7,72,0
7/9/2023,12:50:13,26.7,71,0
7/9/2023,12:50:17,26.7,71,0
7/9/2023,12:50:21,26.7,71,0
7/9/2023,12:50:25,26.7,71,0
7/9/2023,12:50:29,26.7,71,0
7/9/2023,12:50:32,26.7,71,0
7/9/2023,12:50:36,26.7,71,0
7/9/2023,12:50:40,26.7,71,0
7/9/2023,12:50:44,26.7,71,0
7/9/2023,12:50:47,26.7,71,0
7/9/2023,12:50:51,26.7,71,0
7/9/2023,12:50:55,26.7,71,0
7/9/2023,12:50:58,26.7,71,0
7/9/2023,12:51:02,26.7,71,0
7/9/2023,12:51:05,26.7,71,0
7/9/2023,12:51:09,26.7,71,0
7/9/2023,12:51:13,26.7,71,0
7/9/2023,12:51:17,26.7,71,0
7/9/2023,12:51:21,26.7,71,0
7/9/2023,12:51:24,26.7,71,0
7/9/2023,12:51:28,26.7,71,0
7/9/2023,12:51:32,26.7,71,0
7/9/2023,12:51:35,26.7,71,0
7/9/2023,12:51:40,26.7,71,0
7/9/2023,12:51:44,26.7,71,0
7/9/2023,12:51:49,26.7,71,0
7/9/2023,12:51:53,26.7,71,0
7/9/2023,12:51:57,26.7,71,0
7/9/2023,12:52:01,26.7,71,0
7/9/2023,12:52:05,26.7,71,0
7/9/2023,12:52:09,26.7,71,0
7/9/2023,12:52:12,26.7,71,0
7/9/2023,12:52:16,26.7,71,0
7/9/2023,12:52:20,26.7,71,0
7/9/2023,12:52:24,26.7,71,0
7/9/2023,12:53:13,26.7,71,0
7/9/2023,12:53:17,26.7,71,0
7/9/2023,12:53:21,26.7,71,0
7/9/2023,12:53:24,26.7,71,0
7/9/2023,12:53:28,26.6,71,0
7/9/2023,12:53:32,26.7,71,0
7/9/2023,12:53:36,26.7,71,0
7/9/2023,12:53:40,26.6,71,0
7/9/2023,12:53:43,26.6,71,0
7/9/2023,12:53:47,26.6,71,0
7/9/2023,12:53:51,26.7,71,0
7/9/2023,12:53:54,26.6,71,0
7/9/2023,12:53:58,26.6,71,0
7/9/2023,12:54:03,26.6,71,0
7/9/2023,12:54:06,26.6,71,0
7/9/2023,12:54:10,26.6,71,0
7/9/2023,12:54:13,26.6,71,0
7/9/2023,12:54:17,26.6,71,0
7/9/2023,12:54:22,26.6,71,0
7/9/2023,12:54:25,26.6,71,0
7/9/2023,12:54:29,26.6,71,0
7/9/2023,12:54:33,26.6,71,0
7/9/2023,12:54:37,26.6,71,0
7/9/2023,12:54:41,26.6,71,0
7/9/2023,12:54:45,26.6,71,0
7/9/2023,12:54:49,26.6,71,0
7/10/2023,23:02:16,26.6,69,0
7/10/2023,23:02:20,26.8,68,0
7/10/2023,23:02:24,26.8,68,0
7/10/2023,23:03:15,26.8,68,0
7/10/2023,23:03:19,26.8,68,0
7/10/2023,23:03:23,26.8,68,0
7/10/2023,23:03:27,26.9,68,0
7/10/2023,23:03:31,26.8,68,0
7/10/2023,23:03:35,26.8,68,0
7/10/2023,23:03:39,26.9,68,0
7/10/2023,23:03:43,26.8,68,0
7/10/2023,23:03:46,26.8,68,0
7/10/2023,23:03:50,26.8,68,0
7/10/2023,23:03:54,26.8,68,0
7/10/2023,23:03:58,26.9,68,0
7/10/2023,23:04:02,26.9,68,0
7/10/2023,23:04:06,26.9,68,0
7/10/2023,23:04:10,26.9,68,0
7/10/2023,23:04:14,26.9,68,0
7/10/2023,23:04:17,26.9,68,0
7/10/2023,23:04:21,26.9,68,0
7/10/2023,23:04:25,26.9,68,0
7/10/2023,23:04:29,26.9,68,0
7/10/2023,23:04:32,26.9,68,0
7/10/2023,23:04:36,26.9,68,0
7/10/2023,23:04:40,26.9,68,0
7/10/2023,23:04:44,26.9,68,0
7/10/2023,23:04:47,26.9,68,0
7/10/2023,23:04:51,26.9,68,0
7/10/2023,23:04:55,26.9,68,0
7/10/2023,23:04:58,26.9,68,0
7/10/2023,23:05:02,26.9,68,0
7/10/2023,23:05:06,26.9,68,0
7/10/2023,23:05:09,26.9,68,0
7/10/2023,23:05:13,26.9,68,0
7/10/2023,23:05:17,26.9,68,0
7/10/2023,23:05:21,26.9,68,0
7/10/2023,23:05:25,26.9,68,0
7/10/2023,23:05:28,26.9,68,0
7/10/2023,23:05:32,26.9,68,0
7/10/2023,23:05:35,26.9,68,0
7/10/2023,23:05:39,26.9,68,0
7/10/2023,23:05:43,26.9,68,0
7/10/2023,23:05:47,26.9,68,0
7/10/2023,23:05:51,26.9,68,0
7/10/2023,23:05:54,26.9,68,0
7/10/2023,23:05:58,26.9,68,0
7/10/2023,23:06:02,26.9,68,0
7/10/2023,23:06:05,26.9,68,0
7/10/2023,23:06:09,26.9,68,0
7/10/2023,23:06:16,26.9,68,0
7/10/2023,23:06:21,26.9,68,0
7/10/2023,23:06:30,26.9,68,0
7/10/2023,23:06:34,26.9,68,0
7/10/2023,23:06:38,26.9,68,0
7/10/2023,23:06:41,26.9,68,0
7/10/2023,23:06:45,26.9,68,0
7/10/2023,23:06:49,26.9,68,0
7/10/2023,23:06:53,26.9,68,0
7/10/2023,23:06:58,26.9,68,0
7/10/2023,23:07:02,26.9,68,0
7/10/2023,23:07:05,26.9,68,0
7/10/2023,23:07:09,26.9,68,0
7/10/2023,23:07:12,26.9,68,0
7/10/2023,23:07:16,26.9,68,0
7/10/2023,23:07:20,26.9,68,0
7/10/2023,23:07:24,26.9,68,0
7/10/2023,23:07:28,26.9,68,0
7/10/2023,23:07:31,26.9,68,0
7/10/2023,23:07:35,26.9,68,0
7/10/2023,23:07:39,26.9,68,0
7/10/2023,23:07:43,26.9,68,0
7/10/2023,23:07:47,26.9,68,0
7/10/2023,23:07:50,26.9,68,0
7/10/2023,23:07:54,26.9,68,0
7/10/2023,23:07:58,26.9,68,0
7/10/2023,23:08:02,26.9,68,0
7/10/2023,23:08:06,26.9,68,0
7/10/2023,23:08:10,26.9,68,0
7/10/2023,23:08:14,26.9,68,0
7/10/2023,23:08:18,26.9,68,0
7/10/2023,23:08:22,26.9,68,0
7/10/2023,23:08:25,26.9,68,0
7/10/2023,23:09:17,26.9,68,0
7/10/2023,23:09:20,26.9,67,0
7/10/2023,23:09:25,26.9,68,0
7/10/2023,23:09:29,26.9,68,0
7/10/2023,23:09:33,26.9,67,0
7/10/2023,23:09:37,26.9,67,0
7/10/2023,23:09:41,26.9,68,0
7/10/2023,23:09:45,26.9,68,0
7/10/2023,23:17:23,26.9,68,0
7/10/2023,23:17:27,26.9,67,0
7/10/2023,23:17:31,26.9,67,0
7/10/2023,23:17:35,26.9,67,0
7/10/2023,23:17:39,26.9,67,0
7/10/2023,23:17:43,26.9,67,0
7/10/2023,23:17:48,26.9,67,0
7/10/2023,23:18:40,26.9,67,0
7/10/2023,23:18:44,26.9,67,0
7/10/2023,23:18:49,26.9,67,0
7/10/2023,23:18:53,26.9,67,0
7/10/2023,23:18:58,26.9,67,0
7/10/2023,23:19:03,26.9,67,0
7/10/2023,23:19:07,26.9,67,0
7/10/2023,23:19:12,26.9,67,0
7/10/2023,23:19:17,26.9,67,0
7/10/2023,23:19:22,26.9,67,0
7/10/2023,23:19:28,26.9,67,0
7/10/2023,23:19:33,26.9,67,0
7/10/2023,23:19:38,26.9,67,0
7/10/2023,23:19:42,26.9,67,0
7/10/2023,23:19:47,26.9,67,0
7/10/2023,23:19:52,26.9,67,0
7/10/2023,23:19:57,26.9,67,0
7/10/2023,23:20:02,26.9,67,0
7/10/2023,23:20:07,26.9,67,0
7/10/2023,23:20:12,26.9,67,0
7/10/2023,23:20:16,26.9,67,0
7/10/2023,23:20:20,26.9,67,0
7/10/2023,23:20:25,26.9,67,0
7/10/2023,23:20:30,26.9,67,0
7/13/2023,18:08:45,28.9,63,0
7/13/2023,18:08:50,28.9,63,0
7/13/2023,18:08:54,28.9,63,0
7/13/2023,18:08:58,28.9,63,0
7/13/2023,18:09:02,28.9,63,0
7/13/2023,18:09:06,29,62,0
7/13/2023,18:09:10,29,62,0
7/13/2023,18:09:15,29,62,0
7/13/2023,18:10:08,29,62,0
7/13/2023,18:10:12,29.1,62,0
7/13/2023,18:10:16,29.1,62,0
7/13/2023,18:10:21,29.1,62,0
7/13/2023,18:10:26,29.1,61,0
7/13/2023,18:10:31,29.1,61,0
7/13/2023,18:10:36,29.1,61,0
7/13/2023,18:10:41,29.1,61,0
7/13/2023,18:10:45,29.1,61,0
7/13/2023,18:10:49,29.1,61,0
7/13/2023,18:10:55,29.1,61,0
7/13/2023,18:10:59,29.1,61,0
7/13/2023,18:11:05,29.1,61,0
7/13/2023,18:11:09,29.1,61,0
7/13/2023,18:11:14,29.1,61,0
7/13/2023,18:11:19,29.1,61,0
7/13/2023,18:11:23,29.1,61,0
7/13/2023,18:11:28,29.1,61,0
7/13/2023,18:11:32,29.1,61,0
7/13/2023,18:11:37,29.1,61,0
7/13/2023,18:11:42,29.1,61,0
7/13/2023,18:11:47,29.1,61,0
7/13/2023,18:11:52,29.1,61,0
7/13/2023,18:11:57,29.1,61,0
7/13/2023,18:12:01,29.1,61,0
7/13/2023,18:12:06,29.1,61,0
7/13/2023,18:12:10,29.1,61,0
7/13/2023,18:12:14,29.1,61,0
7/13/2023,18:12:20,29.1,61,0
7/13/2023,18:12:25,29.1,61,0
7/13/2023,18:12:29,29.1,61,0
7/13/2023,18:12:33,29.1,61,0
7/13/2023,18:12:38,29.1,61,0
7/13/2023,18:12:42,29.1,61,0
7/13/2023,18:12:47,29.1,61,0
7/13/2023,18:12:52,29.1,61,0
7/13/2023,18:12:56,29.1,61,0
7/13/2023,18:13:01,29.1,61,0
7/13/2023,18:13:05,29.1,61,0
7/13/2023,18:13:11,29.1,61,0
7/13/2023,18:13:15,29.1,61,0
7/13/2023,18:13:20,29.1,61,0
7/13/2023,18:13:24,29.1,61,0
7/13/2023,18:13:29,29.1,61,0
7/13/2023,18:13:33,29.1,61,0
7/13/2023,18:13:38,29.1,61,0
7/13/2023,18:13:43,29.1,61,0
7/13/2023,18:13:47,29.1,61,0
7/13/2023,18:13:52,29.1,62,0
7/13/2023,18:13:56,29.1,61,0
7/13/2023,18:14:01,29.1,61,0
7/13/2023,18:14:06,29.1,61,0
7/13/2023,18:14:10,29.1,62,0
7/13/2023,18:14:15,29.1,61,0
7/13/2023,18:14:19,29.1,61,0
7/13/2023,18:14:24,29.1,61,0
7/13/2023,18:14:29,29.1,61,0
7/13/2023,18:14:34,29.1,61,0
7/13/2023,18:14:38,29.1,61,0
7/13/2023,18:14:44,29.1,61,0
7/13/2023,18:14:48,29.1,61,0
7/13/2023,18:14:52,29.1,61,0
7/13/2023,18:14:57,29.1,61,0
7/13/2023,18:15:01,29.1,61,0
7/13/2023,18:15:06,29.1,61,0
7/13/2023,18:15:10,29.1,61,0
7/13/2023,18:15:15,29.1,61,0
7/13/2023,18:15:19,29.1,61,0
7/13/2023,18:15:24,29.1,61,0
7/13/2023,18:15:28,29.1,61,0
7/13/2023,18:15:32,29.1,62,0
7/13/2023,18:15:37,29.1,62,0
7/13/2023,18:15:41,29.1,62,0
7/13/2023,18:15:45,29.1,62,0
7/13/2023,18:15:49,29.1,62,0
7/13/2023,18:15:53,29.1,62,0
7/13/2023,18:15:58,29.1,62,0
7/13/2023,18:16:02,29.1,61,0
7/13/2023,18:16:06,29.1,61,0
7/13/2023,18:16:11,29.1,61,0
7/13/2023,18:16:15,29.1,61,0
7/13/2023,18:16:19,29.1,61,0
7/13/2023,18:16:23,29.1,61,0
7/13/2023,18:16:27,29.1,61,0
7/13/2023,18:16:31,29.1,61,0
7/13/2023,18:16:35,29.1,61,0
7/13/2023,18:16:39,29.1,61,0
7/13/2023,18:16:44,29.1,61,0
7/13/2023,18:16:48,29.1,61,0
7/13/2023,18:16:52,29.1,61,0
7/13/2023,18:16:57,29.1,61,0
7/13/2023,18:17:01,29.1,61,0
7/13/2023,18:17:06,29.1,61,0
7/13/2023,18:17:10,29.1,61,0
7/13/2023,18:17:14,29.1,61,0
7/13/2023,18:17:18,29.1,61,0
7/13/2023,18:17:34,29.1,61,0
7/13/2023,18:17:39,29.1,61,0
7/13/2023,18:17:44,29.1,61,0
7/13/2023,18:17:49,29.1,62,0
7/13/2023,18:17:53,29.1,62,0
7/13/2023,18:17:57,29.1,62,0
7/13/2023,18:18:01,29.1,62,0
7/13/2023,18:18:06,29.2,62,0
7/13/2023,18:18:10,29.2,62,0
7/13/2023,18:18:15,29.2,62,0
7/13/2023,18:18:19,29.2,62,0
7/13/2023,18:18:23,29.2,62,0
7/13/2023,18:18:27,29.2,61,0
7/13/2023,18:18:31,29.2,61,0
7/13/2023,18:18:36,29.2,61,0
7/13/2023,18:18:40,29.2,61,0
7/13/2023,18:18:44,29.2,61,0
7/13/2023,18:18:49,29.2,61,0
7/13/2023,18:18:53,29.2,61,0
7/13/2023,18:18:57,29.2,61,0
7/13/2023,18:19:01,29.2,61,0
7/13/2023,18:19:06,29.2,61,0
7/13/2023,18:19:11,29.2,61,0
7/13/2023,18:19:16,29.2,61,0
7/13/2023,18:19:20,29.2,61,0
7/13/2023,18:19:24,29.2,61,0
7/13/2023,18:19:28,29.2,61,0
7/13/2023,18:19:32,29.2,61,0
7/13/2023,18:19:36,29.2,61,0
7/13/2023,18:19:41,29.2,61,0
7/13/2023,18:19:45,29.2,61,0
7/13/2023,18:19:50,29.2,61,0
7/13/2023,18:19:54,29.2,61,0
7/13/2023,18:19:58,29.2,61,0
7/13/2023,18:20:04,29.2,61,0
7/13/2023,18:20:08,29.2,61,0
7/13/2023,18:20:12,29.2,61,0
7/13/2023,18:20:16,29.2,61,0
7/13/2023,18:20:20,29.2,61,0
7/13/2023,18:20:25,29.2,62,0
7/13/2023,18:20:29,29.2,62,0
7/13/2023,18:20:33,29.2,62,0
7/13/2023,18:20:37,29.2,61,0
7/13/2023,18:20:41,29.2,62,0
7/13/2023,18:20:46,29.2,61,0
7/13/2023,18:20:50,29.2,61,0
7/13/2023,18:20:55,29.2,61,0
7/13/2023,18:21:00,29.2,61,0
7/13/2023,18:21:04,29.3,61,0
7/13/2023,18:21:08,29.3,61,0
7/13/2023,18:21:12,29.3,61,0
7/13/2023,18:21:17,29.3,61,0
7/13/2023,18:21:21,29.3,61,0
7/13/2023,18:21:26,29.3,61,0
7/13/2023,18:21:30,29.3,61,0
7/13/2023,18:21:34,29.3,61,0
7/13/2023,18:21:38,29.3,61,0
7/13/2023,18:21:43,29.3,61,0
7/13/2023,18:21:47,29.3,61,0
7/13/2023,18:21:52,29.3,61,0
7/13/2023,18:21:56,29.3,61,0
7/13/2023,18:22:00,29.3,61,0
7/13/2023,18:22:04,29.3,61,0
7/13/2023,18:22:09,29.3,61,0
7/13/2023,18:22:14,29.3,61,0
7/13/2023,18:22:18,29.3,61,0
7/13/2023,18:22:22,29.3,61,0
7/13/2023,18:22:26,29.3,61,0
7/13/2023,18:22:31,29.3,61,0
7/13/2023,18:22:35,29.3,61,0
7/13/2023,18:22:39,29.3,61,0
7/13/2023,18:22:44,29.3,61,0
7/13/2023,18:22:48,29.3,61,0
7/14/2023,9:10:57,28,67,0
7/14/2023,9:11:01,28.1,67,0
7/14/2023,9:11:05,28.1,67,0
7/14/2023,9:11:10,28.1,67,0
7/14/2023,9:11:17,28.1,66,0
7/14/2023,9:11:22,28.1,66,0
7/14/2023,9:11:26,28.1,66,0
7/14/2023,9:11:31,28.2,66,0
7/14/2023,9:11:35,28.2,66,0
7/14/2023,9:11:39,28.2,66,0
7/14/2023,9:11:44,28.2,66,0
7/14/2023,9:11:48,28.2,66,0
7/14/2023,9:11:52,28.2,66,0
7/14/2023,9:11:57,28.3,65,0
7/14/2023,9:12:02,28.3,65,0
7/14/2023,9:12:06,28.3,65,0
7/14/2023,9:12:11,28.3,65,0
7/14/2023,9:12:16,28.3,65,0
7/14/2023,9:12:22,28.3,65,0
7/14/2023,9:12:28,28.4,65,0
7/14/2023,9:12:33,28.4,65,0
7/14/2023,9:12:38,28.4,64,0
7/14/2023,9:12:43,28.4,64,0
7/14/2023,9:12:47,28.4,64,0
7/14/2023,9:12:51,28.4,64,0
7/14/2023,9:12:55,28.5,64,0
7/14/2023,9:13:00,28.5,64,0
7/14/2023,9:13:04,28.5,64,0
7/14/2023,9:13:09,28.5,64,0
7/14/2023,9:13:13,28.6,64,0
7/14/2023,9:13:18,28.6,64,0
7/14/2023,9:13:23,28.6,64,0
7/14/2023,9:13:27,28.6,64,0
7/14/2023,9:13:32,28.6,64,0
7/14/2023,9:13:36,28.6,64,0
7/14/2023,9:13:40,28.7,64,0
7/14/2023,9:13:46,28.7,64,0
7/14/2023,9:13:51,28.7,64,0
7/14/2023,9:13:55,28.7,64,0
7/14/2023,9:14:00,28.8,64,0
7/14/2023,9:14:04,28.8,64,0
7/14/2023,9:14:09,28.8,64,0
7/14/2023,9:14:14,28.8,64,0
7/14/2023,9:14:18,28.9,64,0
7/14/2023,9:14:22,28.9,64,0
7/14/2023,9:14:28,28.9,64,0
7/14/2023,9:14:33,29,64,0
7/14/2023,9:14:40,29,64,0
7/14/2023,9:14:45,29.1,63,0
7/14/2023,9:14:49,29.1,63,0
7/14/2023,9:14:54,29.1,63,0
7/14/2023,9:14:58,29.2,63,0
7/14/2023,9:15:03,29.2,63,0
7/14/2023,9:15:07,29.2,63,0
7/14/2023,9:15:12,29.2,63,0
7/14/2023,9:15:16,29.2,63,0
7/14/2023,9:15:21,29.3,63,0
7/14/2023,9:15:29,29.3,63,0
7/14/2023,9:15:34,29.3,63,0
7/14/2023,9:15:38,29.4,62,0
7/14/2023,9:15:43,29.4,62,0
7/14/2023,9:15:47,29.4,62,0
7/14/2023,9:15:52,29.5,62,0
7/14/2023,9:15:56,29.5,62,0
7/14/2023,9:16:00,29.5,62,0
7/14/2023,9:16:05,29.5,62,0
7/14/2023,9:16:09,29.5,62,0
7/14/2023,9:16:15,29.5,62,0
7/14/2023,9:16:20,29.5,62,0
7/14/2023,9:16:25,29.5,62,0
7/14/2023,9:16:30,29.6,62,0
7/14/2023,9:16:35,29.6,62,0
7/14/2023,9:16:42,29.6,62,0
7/14/2023,9:17:31,29.6,62,0
7/14/2023,9:17:36,29.7,62,0
7/14/2023,9:17:40,29.7,61,0
7/14/2023,9:17:44,29.7,61,0
7/14/2023,9:17:49,29.7,61,0
7/14/2023,9:17:54,29.7,61,0
7/14/2023,9:17:58,29.7,61,0
7/14/2023,9:18:02,29.6,61,0
7/14/2023,9:18:07,29.7,61,0
7/14/2023,9:18:12,29.6,61,0
7/14/2023,9:18:16,29.6,61,0
7/14/2023,9:18:20,29.7,62,0
7/14/2023,9:18:26,29.7,62,0
7/14/2023,9:18:31,29.7,62,0
7/14/2023,9:18:35,29.7,62,0
7/14/2023,9:18:43,29.7,61,0
